productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extAspect,extCardType,extTraits,extCost,extPower,extHP,extArenaType,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
556498,Armed to the Teeth,Armed to the Teeth,https://tcgplayer-cdn.tcgplayer.com/product/556498_200w.jpg,79,23488,https://cpt.tcgcsv.com/-Cs6,2024-07-12T04:03:16.813,1,Uncommon,175/262,"Attached unit gains: “<strong>On Attack:</strong> Give another friendly unit +2/+0 for this phase.”
<strong>Smuggle</strong> <strong>[4 [Aggression]]</strong> <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Aggression,Upgrade,Supply;Weapon,2,,,,0.18,0.53,11.5,0.52,,Foil
556499,Death Mark,Death Mark,https://tcgplayer-cdn.tcgplayer.com/product/556499_200w.jpg,79,23488,https://cpt.tcgcsv.com/_Cs6,2024-07-12T04:03:16.813,1,Common,176/262,"Attached unit gains: “<strong>Bounty</strong> — Draw 2 cards.” <em>(When this unit is defeated or captured, its opponent collects its bounty.)</em>",Aggression,Upgrade,Bounty;Condition,2,,,,0.01,0.13,1.27,0.04,,Normal
556499,Death Mark,Death Mark,https://tcgplayer-cdn.tcgplayer.com/product/556499_200w.jpg,79,23488,https://cpt.tcgcsv.com/_Cs6,2024-07-12T04:03:16.813,1,Common,176/262,"Attached unit gains: “<strong>Bounty</strong> — Draw 2 cards.” <em>(When this unit is defeated or captured, its opponent collects its bounty.)</em>",Aggression,Upgrade,Bounty;Condition,2,,,,0.08,0.2,11.5,0.12,,Foil
556500,Daring Raid,Daring Raid,https://tcgplayer-cdn.tcgplayer.com/product/556500_200w.jpg,79,23488,https://cpt.tcgcsv.com/0Ds6,2024-07-12T04:03:16.813,1,Common,178/262,Deal 2 damage to a unit or base.,Aggression,Event,Tactic,1,,,,0.03,0.2,1.29,0.09,,Normal
556500,Daring Raid,Daring Raid,https://tcgplayer-cdn.tcgplayer.com/product/556500_200w.jpg,79,23488,https://cpt.tcgcsv.com/0Ds6,2024-07-12T04:03:16.813,1,Common,178/262,Deal 2 damage to a unit or base.,Aggression,Event,Tactic,1,,,,0.2,0.45,11.5,0.41,,Foil
556501,Desperate Attack,Desperate Attack,https://tcgplayer-cdn.tcgplayer.com/product/556501_200w.jpg,79,23488,https://cpt.tcgcsv.com/2Ds6,2024-07-12T04:03:16.813,1,Common,179/262,Attack with a damaged unit. It gets +2/+0 for this attack.,Aggression,Event,Tactic,1,,,,0.09,0.23,11.5,0.19,,Foil
556501,Desperate Attack,Desperate Attack,https://tcgplayer-cdn.tcgplayer.com/product/556501_200w.jpg,79,23488,https://cpt.tcgcsv.com/2Ds6,2024-07-12T04:03:16.813,1,Common,179/262,Attack with a damaged unit. It gets +2/+0 for this attack.,Aggression,Event,Tactic,1,,,,0.01,0.15,1.27,0.05,,Normal
556502,Detention Block Rescue,Detention Block Rescue,https://tcgplayer-cdn.tcgplayer.com/product/556502_200w.jpg,79,23488,https://cpt.tcgcsv.com/3Ds6,2024-07-12T04:03:16.813,1,Common,180/262,"Deal 3 damage to a unit. If that unit is guarding any captured cards, deal 6 damage instead.",Aggression,Event,Gambit,3,,,,0.01,0.17,1.27,0.04,,Normal
556502,Detention Block Rescue,Detention Block Rescue,https://tcgplayer-cdn.tcgplayer.com/product/556502_200w.jpg,79,23488,https://cpt.tcgcsv.com/3Ds6,2024-07-12T04:03:16.813,1,Common,180/262,"Deal 3 damage to a unit. If that unit is guarding any captured cards, deal 6 damage instead.",Aggression,Event,Gambit,3,,,,0.01,0.25,11.5,0.09,,Foil
556503,Pillage,Pillage,https://tcgplayer-cdn.tcgplayer.com/product/556503_200w.jpg,79,23488,https://cpt.tcgcsv.com/5Ds6,2024-07-12T04:03:16.813,1,Common,181/262,Choose a player. They discard 2 cards from their hand.,Aggression,Event,Tactic,4,,,,0.01,0.28,3.96,0.24,,Foil
556503,Pillage,Pillage,https://tcgplayer-cdn.tcgplayer.com/product/556503_200w.jpg,79,23488,https://cpt.tcgcsv.com/5Ds6,2024-07-12T04:03:16.813,1,Common,181/262,Choose a player. They discard 2 cards from their hand.,Aggression,Event,Tactic,4,,,,0.01,0.12,1.27,0.09,,Normal
556505,Hunter of the Haxion Brood,Hunter of the Haxion Brood,https://tcgplayer-cdn.tcgplayer.com/product/556505_200w.jpg,79,23488,https://cpt.tcgcsv.com/7Ds6,2024-07-12T04:03:16.813,1,Common,186/262,"While an enemy unit has a <strong>Bounty</strong>, this unit gains <strong>Shielded</strong>. <em>(When you play this unit, give a Shield token to it.)</em>",Cunning;Villainy,Unit,Underworld;Bounty Hunter,3,4,3,Ground,0.01,0.23,11.5,0.13,,Foil
556505,Hunter of the Haxion Brood,Hunter of the Haxion Brood,https://tcgplayer-cdn.tcgplayer.com/product/556505_200w.jpg,79,23488,https://cpt.tcgcsv.com/7Ds6,2024-07-12T04:03:16.813,1,Common,186/262,"While an enemy unit has a <strong>Bounty</strong>, this unit gains <strong>Shielded</strong>. <em>(When you play this unit, give a Shield token to it.)</em>",Cunning;Villainy,Unit,Underworld;Bounty Hunter,3,4,3,Ground,0.01,0.1,1.27,0.07,,Normal
556506,Lurking TIE Phantom,Lurking TIE Phantom,https://tcgplayer-cdn.tcgplayer.com/product/556506_200w.jpg,79,23488,https://cpt.tcgcsv.com/8Ds6,2024-07-12T04:03:16.813,1,Uncommon,187/262,"<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>
This unit can’t be captured, damaged, or defeated by enemy card abilities.",Cunning;Villainy,Unit,Imperial;Vehicle;Fighter,3,2,2,Space,0.23,0.44,2.0,0.59,,Normal
556506,Lurking TIE Phantom,Lurking TIE Phantom,https://tcgplayer-cdn.tcgplayer.com/product/556506_200w.jpg,79,23488,https://cpt.tcgcsv.com/8Ds6,2024-07-12T04:03:16.813,1,Uncommon,187/262,"<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>
This unit can’t be captured, damaged, or defeated by enemy card abilities.",Cunning;Villainy,Unit,Imperial;Vehicle;Fighter,3,2,2,Space,0.25,0.55,4.0,0.4,,Foil
556507,4-LOM - Bounty Hunter for Hire,4 LOM Bounty Hunter for Hire,https://tcgplayer-cdn.tcgplayer.com/product/556507_200w.jpg,79,23488,https://cpt.tcgcsv.com/9Ds6,2024-07-12T04:03:16.813,1,Uncommon,188/262,"<strong>Ambush</strong> <em>(When you play this unit, it may ready and attack an enemy unit.)</em>
Each friendly unit named Zuckuss gets +1/+1 and gains <strong>Ambush</strong>.",Cunning;Villainy,Unit,Underworld;Droid;Bounty Hunter,4,4,4,Ground,0.19,0.83,11.5,0.7,,Foil
556507,4-LOM - Bounty Hunter for Hire,4 LOM Bounty Hunter for Hire,https://tcgplayer-cdn.tcgplayer.com/product/556507_200w.jpg,79,23488,https://cpt.tcgcsv.com/9Ds6,2024-07-12T04:03:16.813,1,Uncommon,188/262,"<strong>Ambush</strong> <em>(When you play this unit, it may ready and attack an enemy unit.)</em>
Each friendly unit named Zuckuss gets +1/+1 and gains <strong>Ambush</strong>.",Cunning;Villainy,Unit,Underworld;Droid;Bounty Hunter,4,4,4,Ground,0.1,0.3,2.0,0.28,,Normal
556508,Zuckuss - Bounty Hunter for Hire,Zuckuss Bounty Hunter for Hire,https://tcgplayer-cdn.tcgplayer.com/product/556508_200w.jpg,79,23488,https://cpt.tcgcsv.com/bDs6,2024-07-12T04:03:16.813,1,Uncommon,190/262,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender’s Shields.)</em>
Each friendly unit named 4-LOM gets +1/+1 and gains <strong>Saboteur</strong>.",Cunning;Villainy,Unit,Underworld;Bounty Hunter,5,6,6,Ground,0.13,0.72,11.5,0.5,,Foil
556508,Zuckuss - Bounty Hunter for Hire,Zuckuss Bounty Hunter for Hire,https://tcgplayer-cdn.tcgplayer.com/product/556508_200w.jpg,79,23488,https://cpt.tcgcsv.com/bDs6,2024-07-12T04:03:16.813,1,Uncommon,190/262,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender’s Shields.)</em>
Each friendly unit named 4-LOM gets +1/+1 and gains <strong>Saboteur</strong>.",Cunning;Villainy,Unit,Underworld;Bounty Hunter,5,6,6,Ground,0.09,0.25,2.0,0.18,,Normal
556509,Frozen in Carbonite,Frozen in Carbonite,https://tcgplayer-cdn.tcgplayer.com/product/556509_200w.jpg,79,23488,https://cpt.tcgcsv.com/cDs6,2024-07-12T04:03:16.813,1,Uncommon,193/262,"Attach to a non-leader unit.
Attached unit can’t ready.
<strong>When Played:</strong> Exhaust attached unit.",Cunning;Villainy,Upgrade,Condition,3,,,,0.2,0.5,11.5,0.43,,Foil
556509,Frozen in Carbonite,Frozen in Carbonite,https://tcgplayer-cdn.tcgplayer.com/product/556509_200w.jpg,79,23488,https://cpt.tcgcsv.com/cDs6,2024-07-12T04:03:16.813,1,Uncommon,193/262,"Attach to a non-leader unit.
Attached unit can’t ready.
<strong>When Played:</strong> Exhaust attached unit.",Cunning;Villainy,Upgrade,Condition,3,,,,0.09,0.25,2.0,0.23,,Normal
556510,Liberated Slaves,Liberated Slaves,https://tcgplayer-cdn.tcgplayer.com/product/556510_200w.jpg,79,23488,https://cpt.tcgcsv.com/dDs6,2024-07-12T04:03:16.813,1,Common,200/262,,Cunning;Heroism,Unit,Droid;Fringe;Twi'lek;Wookie,3,3,5,Ground,0.04,0.25,11.5,0.09,,Foil
556510,Liberated Slaves,Liberated Slaves,https://tcgplayer-cdn.tcgplayer.com/product/556510_200w.jpg,79,23488,https://cpt.tcgcsv.com/dDs6,2024-07-12T04:03:16.813,1,Common,200/262,,Cunning;Heroism,Unit,Droid;Fringe;Twi'lek;Wookie,3,3,5,Ground,0.01,0.1,1.27,0.05,,Normal
556511,Principled Outlaw,Principled Outlaw,https://tcgplayer-cdn.tcgplayer.com/product/556511_200w.jpg,79,23488,https://cpt.tcgcsv.com/fDs6,2024-07-12T04:03:16.813,1,Common,201/262,"<strong>On Attack:</strong> You may exhaust a unit.
<strong>Smuggle</strong> <strong>[6 [Cunning] [Heroism]]</strong> <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Cunning;Heroism,Unit,Underworld,4,4,4,Ground,0.01,0.1,1.27,0.05,,Normal
556511,Principled Outlaw,Principled Outlaw,https://tcgplayer-cdn.tcgplayer.com/product/556511_200w.jpg,79,23488,https://cpt.tcgcsv.com/fDs6,2024-07-12T04:03:16.813,1,Common,201/262,"<strong>On Attack:</strong> You may exhaust a unit.
<strong>Smuggle</strong> <strong>[6 [Cunning] [Heroism]]</strong> <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Cunning;Heroism,Unit,Underworld,4,4,4,Ground,0.01,0.25,11.5,0.18,,Foil
556513,Let the Wookiee Win,Let the Wookiee Win,https://tcgplayer-cdn.tcgplayer.com/product/556513_200w.jpg,79,23488,https://cpt.tcgcsv.com/hDs6,2024-07-22T14:14:18.52,1,Rare,205/262,"An opponent chooses one:
<br>• You ready up to 6 resources.
<br>• You ready a friendly unit. If it's a <strong>Wookiee</strong> unit, attack with it. It gets +2/+0 for this attack.",Cunning;Heroism,Event,Trick,2,,,,0.23,0.68,4.0,0.38,,Normal
556513,Let the Wookiee Win,Let the Wookiee Win,https://tcgplayer-cdn.tcgplayer.com/product/556513_200w.jpg,79,23488,https://cpt.tcgcsv.com/hDs6,2024-07-22T14:14:18.52,1,Rare,205/262,"An opponent chooses one:
<br>• You ready up to 6 resources.
<br>• You ready a friendly unit. If it's a <strong>Wookiee</strong> unit, attack with it. It gets +2/+0 for this attack.",Cunning;Heroism,Event,Trick,2,,,,0.4,1.0,11.5,0.73,,Foil
556514,Criminal Muscle,Criminal Muscle,https://tcgplayer-cdn.tcgplayer.com/product/556514_200w.jpg,79,23488,https://cpt.tcgcsv.com/jDs6,2024-07-12T04:03:16.813,1,Common,209/262,<strong>When Played:</strong> You may return a non-unique upgrade to its owner's hand.,Cunning,Unit,Underworld,1,2,1,Ground,0.01,0.1,1.27,0.06,,Normal
556514,Criminal Muscle,Criminal Muscle,https://tcgplayer-cdn.tcgplayer.com/product/556514_200w.jpg,79,23488,https://cpt.tcgcsv.com/jDs6,2024-07-12T04:03:16.813,1,Common,209/262,<strong>When Played:</strong> You may return a non-unique upgrade to its owner's hand.,Cunning,Unit,Underworld,1,2,1,Ground,0.01,0.2,11.5,0.09,,Foil
556515,Cloud-Rider,Cloud Rider,https://tcgplayer-cdn.tcgplayer.com/product/556515_200w.jpg,79,23488,https://cpt.tcgcsv.com/kDs6,2024-07-12T04:03:16.813,1,Common,210/262,"<strong>Ambush</strong> <em>(When you play this unit, it may ready and attack an enemy unit.)</em>",Cunning,Unit,Underworld,2,3,1,Ground,0.01,0.14,1.27,0.1,,Normal
556515,Cloud-Rider,Cloud Rider,https://tcgplayer-cdn.tcgplayer.com/product/556515_200w.jpg,79,23488,https://cpt.tcgcsv.com/kDs6,2024-07-12T04:03:16.813,1,Common,210/262,"<strong>Ambush</strong> <em>(When you play this unit, it may ready and attack an enemy unit.)</em>",Cunning,Unit,Underworld,2,3,1,Ground,0.01,0.2,11.5,0.12,,Foil
556516,Privateer Scyk,Privateer Scyk,https://tcgplayer-cdn.tcgplayer.com/product/556516_200w.jpg,79,23488,https://cpt.tcgcsv.com/lDs6,2024-07-12T04:03:16.813,1,Common,212/262,"While you control another [Cunning] unit, this unit gains <strong>Shielded</strong>. <em>(When you play this unit, give a Shield token to it.)</em>",Cunning,Unit,Fringe;Vehicle;Fighter,2,2,2,Space,0.01,0.1,1.27,0.06,,Normal
556516,Privateer Scyk,Privateer Scyk,https://tcgplayer-cdn.tcgplayer.com/product/556516_200w.jpg,79,23488,https://cpt.tcgcsv.com/lDs6,2024-07-12T04:03:16.813,1,Common,212/262,"While you control another [Cunning] unit, this unit gains <strong>Shielded</strong>. <em>(When you play this unit, give a Shield token to it.)</em>",Cunning,Unit,Fringe;Vehicle;Fighter,2,2,2,Space,0.01,0.21,11.5,0.11,,Foil
556517,DJ - Blatant Thief,DJ Blatant Thief,https://tcgplayer-cdn.tcgplayer.com/product/556517_200w.jpg,79,23488,https://cpt.tcgcsv.com/mDs6,2024-07-12T04:03:16.813,1,Legendary,213/262,"<strong>Smuggle</strong> <strong>[7 [Cunning] [Cunning]]</strong>
<strong>When you play this unit using </strong><strong>Smuggle</strong><strong>:</strong> Take control of an enemy resource. When this unit leaves play, that resource’s owner takes control of it.",Cunning,Unit,Underworld,3,3,5,Ground,20.0,24.5,35.0,17.05,,Foil
556517,DJ - Blatant Thief,DJ Blatant Thief,https://tcgplayer-cdn.tcgplayer.com/product/556517_200w.jpg,79,23488,https://cpt.tcgcsv.com/mDs6,2024-07-12T04:03:16.813,1,Legendary,213/262,"<strong>Smuggle</strong> <strong>[7 [Cunning] [Cunning]]</strong>
<strong>When you play this unit using </strong><strong>Smuggle</strong><strong>:</strong> Take control of an enemy resource. When this unit leaves play, that resource’s owner takes control of it.",Cunning,Unit,Underworld,3,3,5,Ground,16.9,20.0,32.53,17.93,,Normal
556518,Frontier Trader,Frontier Trader,https://tcgplayer-cdn.tcgplayer.com/product/556518_200w.jpg,79,23488,https://cpt.tcgcsv.com/nDs6,2024-07-12T04:03:16.813,1,Common,214/262,"<strong>When Played:</strong> You may return a resource you control to its owner’s hand. If you do, you may put the top card of your deck into play as a resource.",Cunning,Unit,Fringe;Jawa,3,2,2,Ground,0.01,0.1,1.27,0.07,,Normal
556518,Frontier Trader,Frontier Trader,https://tcgplayer-cdn.tcgplayer.com/product/556518_200w.jpg,79,23488,https://cpt.tcgcsv.com/nDs6,2024-07-12T04:03:16.813,1,Common,214/262,"<strong>When Played:</strong> You may return a resource you control to its owner’s hand. If you do, you may put the top card of your deck into play as a resource.",Cunning,Unit,Fringe;Jawa,3,2,2,Ground,0.05,0.2,11.5,0.1,,Foil
556519,Tobias Beckett - I Trust No One,Tobias Beckett I Trust No One,https://tcgplayer-cdn.tcgplayer.com/product/556519_200w.jpg,79,23488,https://cpt.tcgcsv.com/pDs6,2024-07-12T04:03:16.813,1,Rare,217/262,"<strong>When you play a non-unit card:</strong> You may exhaust a unit that costs the same as or less than the card you played. Use this ability only once each round.
<strong>Smuggle</strong> <strong>[5 [Vigilance]]</strong>",Cunning,Unit,Underworld,4,4,4,Ground,0.5,1.07,11.5,0.93,,Foil
556519,Tobias Beckett - I Trust No One,Tobias Beckett I Trust No One,https://tcgplayer-cdn.tcgplayer.com/product/556519_200w.jpg,79,23488,https://cpt.tcgcsv.com/pDs6,2024-07-12T04:03:16.813,1,Rare,217/262,"<strong>When you play a non-unit card:</strong> You may exhaust a unit that costs the same as or less than the card you played. Use this ability only once each round.
<strong>Smuggle</strong> <strong>[5 [Vigilance]]</strong>",Cunning,Unit,Underworld,4,4,4,Ground,0.25,0.75,4.43,0.5,,Normal
556520,Resourceful Pursuers,Resourceful Pursuers,https://tcgplayer-cdn.tcgplayer.com/product/556520_200w.jpg,79,23488,https://cpt.tcgcsv.com/qDs6,2024-07-12T04:03:16.813,1,Common,218/262,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender’s Shields.)</em>",Cunning,Unit,Bounty Hunter,5,5,6,Ground,0.01,0.15,1.27,0.05,,Normal
556520,Resourceful Pursuers,Resourceful Pursuers,https://tcgplayer-cdn.tcgplayer.com/product/556520_200w.jpg,79,23488,https://cpt.tcgcsv.com/qDs6,2024-07-12T04:03:16.813,1,Common,218/262,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender’s Shields.)</em>",Cunning,Unit,Bounty Hunter,5,5,6,Ground,0.05,0.25,2.0,0.22,,Foil
556521,Enticing Reward,Enticing Reward,https://tcgplayer-cdn.tcgplayer.com/product/556521_200w.jpg,79,23488,https://cpt.tcgcsv.com/rDs6,2024-07-12T04:03:16.813,1,Uncommon,222/262,"Attached unit gains: “<strong>Bounty</strong> — Search the top 8 cards of your deck for 2 non-unit cards, reveal them, and draw them. Then, if this unit isn’t unique, discard a card from your hand.”",Cunning,Upgrade,Bounty;Condition,1,,,,0.09,0.28,11.5,0.26,,Foil
556521,Enticing Reward,Enticing Reward,https://tcgplayer-cdn.tcgplayer.com/product/556521_200w.jpg,79,23488,https://cpt.tcgcsv.com/rDs6,2024-07-12T04:03:16.813,1,Uncommon,222/262,"Attached unit gains: “<strong>Bounty</strong> — Search the top 8 cards of your deck for 2 non-unit cards, reveal them, and draw them. Then, if this unit isn’t unique, discard a card from your hand.”",Cunning,Upgrade,Bounty;Condition,1,,,,0.02,0.25,2.0,0.08,,Normal
556522,Jetpack,Jetpack,https://tcgplayer-cdn.tcgplayer.com/product/556522_200w.jpg,79,23488,https://cpt.tcgcsv.com/sDs6,2024-07-12T04:03:16.813,1,Uncommon,225/262,"Attach to a non-<strong>Vehicle</strong> unit.
<strong>When Played:</strong> Give a Shield token to attached unit.
<strong>Smuggle</strong> <strong>[4 [Cunning]]</strong>",Cunning,Upgrade,Item;Armor,2,,,,0.02,0.25,2.0,0.22,,Normal
556522,Jetpack,Jetpack,https://tcgplayer-cdn.tcgplayer.com/product/556522_200w.jpg,79,23488,https://cpt.tcgcsv.com/sDs6,2024-07-12T04:03:16.813,1,Uncommon,225/262,"Attach to a non-<strong>Vehicle</strong> unit.
<strong>When Played:</strong> Give a Shield token to attached unit.
<strong>Smuggle</strong> <strong>[4 [Cunning]]</strong>",Cunning,Upgrade,Item;Armor,2,,,,0.2,0.49,3.0,0.35,,Foil
556523,Unrefusable Offer,Unrefusable Offer,https://tcgplayer-cdn.tcgplayer.com/product/556523_200w.jpg,79,23488,https://cpt.tcgcsv.com/tDs6,2024-07-12T04:03:16.813,1,Rare,226/262,"Attach to a non-leader unit.
Attached unit gains: “<strong>Bounty</strong> — Play this unit for free <em>(under your control)</em>. It enters play ready. At the start of the regroup phase, defeat it.”",Cunning,Upgrade,Condition;Bounty,2,,,,0.4,0.9,11.5,0.67,,Foil
556523,Unrefusable Offer,Unrefusable Offer,https://tcgplayer-cdn.tcgplayer.com/product/556523_200w.jpg,79,23488,https://cpt.tcgcsv.com/tDs6,2024-07-12T04:03:16.813,1,Rare,226/262,"Attach to a non-leader unit.
Attached unit gains: “<strong>Bounty</strong> — Play this unit for free <em>(under your control)</em>. It enters play ready. At the start of the regroup phase, defeat it.”",Cunning,Upgrade,Condition;Bounty,2,,,,0.16,0.51,4.0,0.51,,Normal
556524,Look the Other Way,Look the Other Way,https://tcgplayer-cdn.tcgplayer.com/product/556524_200w.jpg,79,23488,https://cpt.tcgcsv.com/vDs6,2024-07-12T04:03:16.813,1,Common,227/262,Exhaust a unit unless its controller pays 2.,Cunning,Event,Trick,0,,,,0.03,0.2,11.5,0.15,,Foil
556524,Look the Other Way,Look the Other Way,https://tcgplayer-cdn.tcgplayer.com/product/556524_200w.jpg,79,23488,https://cpt.tcgcsv.com/vDs6,2024-07-12T04:03:16.813,1,Common,227/262,Exhaust a unit unless its controller pays 2.,Cunning,Event,Trick,0,,,,0.01,0.15,1.27,0.07,,Normal
556525,Bounty Posting,Bounty Posting,https://tcgplayer-cdn.tcgplayer.com/product/556525_200w.jpg,79,23488,https://cpt.tcgcsv.com/wDs6,2024-07-12T04:03:16.813,1,Uncommon,228/262,"Search your deck for a <strong>Bounty</strong> upgrade, reveal it, and draw it. <em>(Shuffle your deck.)</em>",Cunning,Event,Plan,1,,,,0.1,0.42,11.5,0.32,,Foil
556525,Bounty Posting,Bounty Posting,https://tcgplayer-cdn.tcgplayer.com/product/556525_200w.jpg,79,23488,https://cpt.tcgcsv.com/wDs6,2024-07-12T04:03:16.813,1,Uncommon,228/262,"Search your deck for a <strong>Bounty</strong> upgrade, reveal it, and draw it. <em>(Shuffle your deck.)</em>",Cunning,Event,Plan,1,,,,0.01,0.2,2.0,0.08,,Normal
556526,Swoop Down,Swoop Down,https://tcgplayer-cdn.tcgplayer.com/product/556526_200w.jpg,79,23488,https://cpt.tcgcsv.com/xDs6,2024-07-12T04:03:16.813,1,Rare,230/262,"Attack with a space unit. It gains <strong>Saboteur</strong> and can attack ground units for this attack. If it attacks a ground unit, it gets +2/+0 and the defender gets –2/–0 for this attack.",Cunning,Event,Tactic,1,,,,2.35,3.0,9.99,2.94,,Foil
556526,Swoop Down,Swoop Down,https://tcgplayer-cdn.tcgplayer.com/product/556526_200w.jpg,79,23488,https://cpt.tcgcsv.com/xDs6,2024-07-12T04:03:16.813,1,Rare,230/262,"Attack with a space unit. It gains <strong>Saboteur</strong> and can attack ground units for this attack. If it attacks a ground unit, it gets +2/+0 and the defender gets –2/–0 for this attack.",Cunning,Event,Tactic,1,,,,0.47,2.67,12.4,2.38,,Normal
556527,Surprise Strike,Surprise Strike,https://tcgplayer-cdn.tcgplayer.com/product/556527_200w.jpg,79,23488,https://cpt.tcgcsv.com/zDs6,2024-07-12T04:03:16.813,1,Common,231/262,Attack with a unit. It gets +3/+0 for this attack.,Cunning,Event,Tactic,2,,,,0.05,0.25,4.25,0.25,,Foil
556527,Surprise Strike,Surprise Strike,https://tcgplayer-cdn.tcgplayer.com/product/556527_200w.jpg,79,23488,https://cpt.tcgcsv.com/zDs6,2024-07-12T04:03:16.813,1,Common,231/262,Attack with a unit. It gets +3/+0 for this attack.,Cunning,Event,Tactic,2,,,,0.02,0.15,1.28,0.05,,Normal
556528,Evacuate,Evacuate,https://tcgplayer-cdn.tcgplayer.com/product/556528_200w.jpg,79,23488,https://cpt.tcgcsv.com/BDs6,2024-07-12T04:03:16.813,1,Legendary,233/262,Return each non-leader unit to its owner’s hand.,Cunning,Event,Tactic,6,,,,7.5,11.45,34.03,11.94,,Foil
556528,Evacuate,Evacuate,https://tcgplayer-cdn.tcgplayer.com/product/556528_200w.jpg,79,23488,https://cpt.tcgcsv.com/BDs6,2024-07-12T04:03:16.813,1,Legendary,233/262,Return each non-leader unit to its owner’s hand.,Cunning,Event,Tactic,6,,,,4.99,9.23,20.0,6.92,,Normal
556529,Ruthless Assassin,Ruthless Assassin,https://tcgplayer-cdn.tcgplayer.com/product/556529_200w.jpg,79,23488,https://cpt.tcgcsv.com/CDs6,2024-07-12T04:03:16.813,1,Common,235/262,"<strong>Overwhelm</strong> <em>(When attacking an enemy unit, deal excess damage to the opponent’s base.)</em>
<strong>When Played:</strong> Deal 2 damage to a friendly unit.",Villainy,Unit,Underworld;Bounty Hunter,2,3,3,Ground,0.01,0.15,1.27,0.04,,Normal
556529,Ruthless Assassin,Ruthless Assassin,https://tcgplayer-cdn.tcgplayer.com/product/556529_200w.jpg,79,23488,https://cpt.tcgcsv.com/CDs6,2024-07-12T04:03:16.813,1,Common,235/262,"<strong>Overwhelm</strong> <em>(When attacking an enemy unit, deal excess damage to the opponent’s base.)</em>
<strong>When Played:</strong> Deal 2 damage to a friendly unit.",Villainy,Unit,Underworld;Bounty Hunter,2,3,3,Ground,0.05,0.25,2.0,0.18,,Foil
556530,Toro Calican - Ambitious Upstart,Toro Calican Ambitious Upstart,https://tcgplayer-cdn.tcgplayer.com/product/556530_200w.jpg,79,23488,https://cpt.tcgcsv.com/DDs6,2024-07-12T04:03:16.813,1,Uncommon,239/262,"<strong>When you play another </strong><strong>Bounty Hunter</strong><strong> unit:</strong> You may deal 1 damage to it. If you do, ready this unit. Use this ability only once each round.",Villainy,Unit,Bounty Hunter,3,3,5,Ground,0.05,0.24,1.31,0.17,,Normal
556530,Toro Calican - Ambitious Upstart,Toro Calican Ambitious Upstart,https://tcgplayer-cdn.tcgplayer.com/product/556530_200w.jpg,79,23488,https://cpt.tcgcsv.com/DDs6,2024-07-12T04:03:16.813,1,Uncommon,239/262,"<strong>When you play another </strong><strong>Bounty Hunter</strong><strong> unit:</strong> You may deal 1 damage to it. If you do, ready this unit. Use this ability only once each round.",Villainy,Unit,Bounty Hunter,3,3,5,Ground,0.1,0.39,6.37,0.39,,Foil
556531,Hutt's Henchmen,Hutts Henchmen,https://tcgplayer-cdn.tcgplayer.com/product/556531_200w.jpg,79,23488,https://cpt.tcgcsv.com/FDs6,2024-07-12T04:03:16.813,1,Common,240/262,"<strong>Shielded</strong> <em>(When you play this unit, give a Shield token to it.)</em>",Villainy,Unit,Underworld,4,3,4,Ground,0.01,0.15,1.27,0.06,,Normal
556531,Hutt's Henchmen,Hutts Henchmen,https://tcgplayer-cdn.tcgplayer.com/product/556531_200w.jpg,79,23488,https://cpt.tcgcsv.com/FDs6,2024-07-12T04:03:16.813,1,Common,240/262,"<strong>Shielded</strong> <em>(When you play this unit, give a Shield token to it.)</em>",Villainy,Unit,Underworld,4,3,4,Ground,0.01,0.25,11.5,0.11,,Foil
556532,Altering the Deal,Altering the Deal,https://tcgplayer-cdn.tcgplayer.com/product/556532_200w.jpg,79,23488,https://cpt.tcgcsv.com/GDs6,2024-07-12T04:03:16.813,1,Rare,243/262,Discard a captured card guarded by a friendly unit.,Villainy,Event,Trick,1,,,,0.08,0.5,4.0,0.3,,Normal
556532,Altering the Deal,Altering the Deal,https://tcgplayer-cdn.tcgplayer.com/product/556532_200w.jpg,79,23488,https://cpt.tcgcsv.com/GDs6,2024-07-12T04:03:16.813,1,Rare,243/262,Discard a captured card guarded by a friendly unit.,Villainy,Event,Trick,1,,,,0.5,0.9,3.0,0.77,,Foil
556533,No Bargain,No Bargain,https://tcgplayer-cdn.tcgplayer.com/product/556533_200w.jpg,79,23488,https://cpt.tcgcsv.com/HDs6,2024-07-12T04:03:16.813,1,Common,244/262,Each opponent discards a card from their hand. Draw a card.,Villainy,Event,Trick,3,,,,0.01,0.25,11.5,0.11,,Foil
